stock_id,dates,adjusted close,volume
SNAP,2022-03-31,35.99,560683206.0
SNAP,2022-02-28,39.94,1146553801.0
SNAP,2022-01-31,32.54,516769343.0
SNAP,2021-12-31,47.03,366860915.0
SNAP,2021-11-30,47.61,382007360.0
SNAP,2021-10-29,52.58,644165489.0
SNAP,2021-09-30,73.87,346612597.0
SNAP,2021-08-31,76.11,275912742.0
SNAP,2021-07-30,74.42,483003186.0
SNAP,2021-06-30,68.14,333351541.0
SNAP,2021-05-28,62.12,367965974.0
SNAP,2021-04-30,61.82,610615735.0
SNAP,2021-03-31,52.29,497054173.0
SNAP,2021-02-26,65.66,526069976.0
SNAP,2021-01-29,52.94,347239866.0
SNAP,2020-12-31,50.07,439117437.0
SNAP,2020-11-30,44.42,552647560.0
SNAP,2020-10-30,39.39,1203709830.0
SNAP,2020-09-30,26.11,496163989.0
SNAP,2020-08-31,22.59,417833019.0
SNAP,2020-07-31,22.42,643291929.0
SNAP,2020-06-30,23.49,632097271.0
SNAP,2020-05-29,18.94,484544621.0
SNAP,2020-04-30,17.61,820090536.0
SNAP,2020-03-31,11.89,793408506.0
SNAP,2020-02-28,14.17,572406697.0
SNAP,2020-01-31,18.38,539829516.0
SNAP,2019-12-31,16.33,388947185.0
SNAP,2019-11-29,15.25,380337447.0
SNAP,2019-10-31,15.06,806363693.0
SNAP,2019-09-30,15.8,562159897.0
SNAP,2019-08-30,15.83,524240570.0
SNAP,2019-07-31,16.8,788985256.0
SNAP,2019-06-28,14.3,563513507.0
SNAP,2019-05-31,11.89,482539936.0
SNAP,2019-04-30,11.14,669911790.0
SNAP,2019-03-29,11.02,477427015.0
SNAP,2019-02-28,9.8,753135053.0
SNAP,2019-01-31,6.68,427044383.0
SNAP,2018-12-31,5.51,327088145.0
SNAP,2018-11-30,6.51,315414093.0
SNAP,2018-10-31,6.61,693710524.0
SNAP,2018-09-28,8.48,573591403.0
SNAP,2018-08-31,10.9,435536964.0
SNAP,2018-07-31,12.5,325811618.0
SNAP,2018-06-29,13.09,661873980.0
SNAP,2018-05-31,11.39,724954135.0
SNAP,2018-04-30,14.33,420987523.0
SNAP,2018-03-29,15.87,443045058.0
SNAP,2018-02-28,17.32,913533026.0
SNAP,2018-01-31,13.52,354202610.0
SNAP,2017-12-29,14.61,375870572.0
SNAP,2017-11-30,13.78,607621421.0
SNAP,2017-10-31,15.34,449746533.0
SNAP,2017-09-29,14.54,508752890.0
SNAP,2017-08-31,14.51,940242480.0
SNAP,2017-07-31,13.67,344478210.0
SNAP,2017-06-30,17.77,313557240.0
SNAP,2017-05-31,21.21,602353722.0
SNAP,2017-04-28,22.55,231994583.0
